id,name,level_name,year,division_id
13204,Asian and African Economies and International Economic Relations (with Asian/African language tuition),master studies,2021,580
12257,Asian and African Economies and International Economic Relations (with Asian/African language tuition),master studies,2020,580
15214,Asian and African Languages,master studies,2023,580
14084,Asian and African Languages,master studies,2022,580
13211,Asian and African Languages,master studies,2021,580
12261,Asian and African Languages,master studies,2020,580
12927,Asian and African History,Aspirantura Programme,2021,580
12007,Asian and African History,Aspirantura Programme,2020,580
10961,Asian and African History,Aspirantura Programme,2019,580
12931,Asian and African Literatures,Aspirantura Programme,2021,580
12011,Asian and African Literatures,Aspirantura Programme,2020,580
12932,Asian and African Languages,Aspirantura Programme,2021,580
12012,Asian and African Languages,Aspirantura Programme,2020,580
10979,Asian and African Languages,Aspirantura Programme,2019,580
15072,Journalism,bachelor studies,2023,581
13844,Journalism,bachelor studies,2022,581
12865,Journalism,bachelor studies,2021,581
11906,Journalism,bachelor studies,2020,581
11028,Journalism,bachelor studies,2019,581
15096,International Journalism,bachelor studies,2023,581
13977,International Journalism,bachelor studies,2022,581
12935,International Journalism,bachelor studies,2021,581
12017,International Journalism,bachelor studies,2020,581
15073,Advertising and Public Relations,bachelor studies,2023,581
13873,Advertising and Public Relations,bachelor studies,2022,581
12866,Advertising and Public Relations,bachelor studies,2021,581
11907,Advertising and Public Relations,bachelor studies,2020,581
14816,Journalism,additional educational programmes based on bachelor studies,2022,581
14810,Speechwriting and effective communication in business and politics,additional educational programmes based on bachelor studies,2022,581
16027,Journalism for high school students,additional education of children,2023,581
14806,Journalism for high school students,additional education of children,2022,581
14807,Intensive course «Fundamentals of journalism»,additional education of children,2022,581
16044,"«Course ""Fundamentals of journalism ""»",additional education of children,2023,581
14805,"«Course ""Fundamentals of journalism ""»",additional education of children,2022,581
15221,An Original Audiovisual Project,master studies,2023,581
14114,An Original Audiovisual Project,master studies,2022,581
15222,Visual Communications in Journalism and Advertising,master studies,2023,581
14115,Visual Communications in Journalism and Advertising,master studies,2022,581
14128,Journalism and Culture,master studies,2022,581
15227,Historical Journalism,master studies,2023,581
15220,Corporate Communications and Advertising,master studies,2023,581
14113,Corporate Communications and Advertising,master studies,2022,581
15190,Media Communications,master studies,2023,581
14029,Media Communications,master studies,2022,581
15223,Media Texts in Mass Communications,master studies,2023,581
14117,Media Texts in Mass Communications,master studies,2022,581
14061,International Journalism,master studies,2022,581
15239,International Journalism and World Politics,master studies,2023,581
14153,Popular Science Journalism,master studies,2022,581
15178,Professional Speech Activity in Mass Media,master studies,2023,581
14002,Professional Speech Activity in Mass Media,master studies,2022,581
15226,Managing Communication Projects in Politics and Business,master studies,2023,581
14127,Managing Communication Projects in Politics and Business,master studies,2022,581
12921,Journalism,Aspirantura Programme,2021,581
12940,Advertising and Public Relations,Aspirantura Programme,2021,581
14865,Translator in the field of professional communication,additional educational programmes based on bachelor studies,2022,582
13308,Translator in the field of professional communication,additional educational programmes based on bachelor studies,2021,582
12456,Translator in the field of professional communication,additional educational programmes based on bachelor studies,2020,582
14373,Simultaneous and Consecutive Interpreting in Business Communication,additional educational programmes based on bachelor studies,2022,582
13318,English with Elements of Business and Professional Communication,additional educational programmes based on non-university level higher education,2021,582
12764,English with Elements of Business and Professional Communication,additional educational programmes based on non-university level higher education,2020,582
15306,Foreign Languages in Teaching and Communication Practice,master studies,2023,582
14022,Foreign Languages in Teaching and Communication Practice,master studies,2022,582
13151,Foreign Languages in Teaching and Communication Practice,master studies,2021,582
12225,Foreign Languages in Teaching and Communication Practice,master studies,2020,582
11073,Foreign Languages in Teaching and Communication Practice,master studies,2019,582
15307,Foreign Languages in International Relations Sphere,master studies,2023,582
14023,Foreign Languages in International Relations Sphere,master studies,2022,582
13152,Foreign Languages in International Relations Sphere,master studies,2021,582
12226,Foreign Languages in International Relations Sphere,master studies,2020,582
15305,Foreign Languages and Intercultural Communication for Business and Management,master studies,2023,582
14021,Foreign Languages and Intercultural Communication for Business and Management,master studies,2022,582
13150,Foreign Languages and Intercultural Communication for Business and Management,master studies,2021,582
12224,Foreign Languages and Intercultural Communication for Business and Management,master studies,2020,582
15313,Foreign Languages and Intercultural Communication in Tourism and Excursion Activities,master studies,2023,582
14052,Foreign Languages and Intercultural Communication in Tourism and Excursion Activities,master studies,2022,582
13174,Foreign Languages and Intercultural Communication in Tourism and Excursion Activities,master studies,2021,582
11841,Foreign Languages and Intercultural Communication in Tourism and Excursion Activities,master studies,2020,582
15344,Foreign Languages and Translation in the Media,master studies,2023,582
15336,Intercultural Communication and Translation in the Oil and Gas Industry,master studies,2023,582
14102,Intercultural Communication and Translation in the Oil and Gas Industry,master studies,2022,582
13217,Intercultural Communication and Translation in the Oil and Gas Industry,master studies,2021,582
12268,Intercultural Communication and Translation in the Oil and Gas Industry,master studies,2020,582
15357,"Intercultural Communication, GR-Management and Translation in Public and Municipal Management (Social Interpretation)",master studies,2023,582
15355,Translation and Business Communication in Atomic Energy,master studies,2023,582
14154,Translation and Business Communication in Atomic Energy,master studies,2022,582
14130,Translation and Business Communication in International Law,master studies,2022,582
15308,Teaching foreign languages for academic and specific purposes in higher Education,master studies,2023,582
15356,Legal Interpreting in Courts and Business Communication in International Organizations,master studies,2023,582
15184,Legal Protection of  Economic Competition,master studies,2023,583
14020,Legal Protection of  Economic Competition,master studies,2022,583
13246,Legal Protection of  Economic Competition,master studies,2021,583
12223,Legal Protection of  Economic Competition,master studies,2020,583
15102,Academic Singing,bachelor studies,2023,584
14017,Academic Singing,bachelor studies,2022,584
12957,Academic Singing,bachelor studies,2021,584
12048,Academic Singing,bachelor studies,2020,584
11273,Academic Singing,bachelor studies,2019,584
9997,Vocal Performance,bachelor studies,2018,584
15085,Graphic Design,bachelor studies,2023,584
13886,Graphic Design,bachelor studies,2022,584
12880,Graphic Design,bachelor studies,2021,584
11920,Graphic Design,bachelor studies,2020,584
11184,Graphic Design,bachelor studies,2019,584
10022,Graphic Design,bachelor studies,2018,584
15087,Applied Art,bachelor studies,2023,584
13888,Applied Art,bachelor studies,2022,584
12882,Applied Art,bachelor studies,2021,584
11922,Applied Art,bachelor studies,2020,584
11183,Applied Art,bachelor studies,2019,584
15086,Environmental Design,bachelor studies,2023,584
13887,Environmental Design,bachelor studies,2022,584
12881,Environmental Design,bachelor studies,2021,584
11921,Environmental Design,bachelor studies,2020,584
11227,Environmental Design,bachelor studies,2019,584
10014,Environmental Design,bachelor studies,2018,584
15107,"Instrumental Performance: Organ, Harpsichord and Carillon",bachelor studies,2023,584
14038,"Instrumental Performance: Organ, Harpsichord and Carillon",bachelor studies,2022,584
12964,"Instrumental Performance: Organ, Harpsichord and Carillon",bachelor studies,2021,584
15105,The Instrumental Performance Practice: Violin,bachelor studies,2023,584
14036,The Instrumental Performance Practice: Violin,bachelor studies,2022,584
12961,The Instrumental Performance Practice: Violin,bachelor studies,2021,584
11867,The Instrumental Performance Practice: Violin,bachelor studies,2020,584
15091,Applied Informatics in Arts and Humanities,bachelor studies,2023,584
13894,Applied Informatics in Arts and Humanities,bachelor studies,2022,584
12888,Applied Informatics in Arts and Humanities,bachelor studies,2021,584
11928,Applied Informatics in Arts and Humanities,bachelor studies,2020,584
11076,Applied Informatics in Arts and Humanities,bachelor studies,2019,584
9976,Applied Informatics in Arts and Humanities,bachelor studies,2018,584
10009,Restoration,bachelor studies,2018,584
15112,Restoration of Fine and Applied Art Objects,bachelor studies,2023,584
14044,Restoration of Fine and Applied Art Objects,bachelor studies,2022,584
12974,Restoration of Fine and Applied Art Objects,bachelor studies,2021,584
12068,Restoration of Fine and Applied Art Objects,bachelor studies,2020,584
11305,Restoration of Fine and Applied Art Objects,bachelor studies,2019,584
14781,Entry course in Graphic design,additional educational programmes based on basic general education,2022,584
13753,Entry course in Graphic design,additional educational programmes based on basic general education,2021,584
14794,Preparatory Courses in the Field of Environmental Design and Applied Arts,additional educational programmes based on basic general education,2022,584
14783,Preparatory Course on Film Designer's Fundamental Skills,additional educational programmes based on basic general education,2022,584
13754,Preparatory Course on Film Designer's Fundamental Skills,additional educational programmes based on basic general education,2021,584
15259,Graphic Design,master studies,2023,584
13036,Graphic Design,master studies,2021,584
12137,Graphic Design,master studies,2020,584
15260,Environmental Design,master studies,2023,584
13924,Environmental Design,master studies,2022,584
13037,Environmental Design,master studies,2021,584
12138,Environmental Design,master studies,2020,584
15314,Historical Performance on Keyboard Musical Instruments,master studies,2023,584
14053,Historical Performance on Keyboard Musical Instruments,master studies,2022,584
13175,Historical Performance on Keyboard Musical Instruments,master studies,2021,584
12238,Historical Performance on Keyboard Musical Instruments,master studies,2020,584
15258,Restoration of Fine and Applied Art Objects,master studies,2023,584
13922,Restoration of Fine and Applied Art Objects,master studies,2022,584
13035,Restoration of Fine and Applied Art Objects,master studies,2021,584
12136,Restoration of Fine and Applied Art Objects,master studies,2020,584
10207,Acting,specialist degree studies,2018,584
15052,Stage and Film Actor,specialist degree studies,2023,584
13854,Stage and Film Actor,specialist degree studies,2022,584
12843,Stage and Film Actor,specialist degree studies,2021,584
12235,Stage and Film Actor,specialist degree studies,2020,584
10972,Stage and Film Actor,specialist degree studies,2019,584
10143,Painting,specialist degree studies,2018,584
9190,Painting,specialist degree studies,2017,584
8077,Painting,specialist degree studies,2016,584
15051,Easel Painting,specialist degree studies,2023,584
13853,Easel Painting,specialist degree studies,2022,584
12842,Easel Painting,specialist degree studies,2021,584
12234,Easel Painting,specialist degree studies,2020,584
10991,Easel Painting,specialist degree studies,2019,584
15050,Film and TV Designer,specialist degree studies,2023,584
12841,Film and TV Designer,specialist degree studies,2021,584
10285,Film and TV Designer,specialist degree studies,2018,584
13856,The Costume Designer in Film and Television,specialist degree studies,2022,584
12262,The Costume Designer in Film and Television,specialist degree studies,2020,584
10918,Animated Film Artist,specialist degree studies,2019,584
8505,Animated Film Artist,specialist degree studies,2016,584
15101,Archaeology,bachelor studies,2023,585
14010,Archaeology,bachelor studies,2022,585
12954,Archaeology,bachelor studies,2021,585
12044,Archaeology,bachelor studies,2020,585
11259,Archaeology,bachelor studies,2019,585
9575,Archaeology,bachelor studies,2018,585
15071,History,bachelor studies,2023,585
13872,History,bachelor studies,2022,585
12863,History,bachelor studies,2021,585
11904,History,bachelor studies,2020,585
11225,History,bachelor studies,2019,585
10041,History,bachelor studies,2018,585
15082,History of Arts,bachelor studies,2023,585
13881,History of Arts,bachelor studies,2022,585
12875,History of Arts,bachelor studies,2021,585
11915,History of Arts,bachelor studies,2020,585
11309,History of Arts,bachelor studies,2019,585
10043,History of Arts,bachelor studies,2018,585
13998,Russian Studies,bachelor studies,2022,585
12950,Russian Studies,bachelor studies,2021,585
11853,Russian Studies,bachelor studies,2020,585
13643,"Rescue Archaeology and Preservation of Сultural Heritage: Law regulation and Management of Archaeological Research in the Implementation of Infrastructure, Construction and Restoration projects",additional educational programmes based on bachelor studies,2021,585
14528,Museum Collections’ Management,additional educational programmes based on bachelor studies,2022,585
14526,History for High-School Children,additional education of children,2022,585
13638,History for High-School Children,additional education of children,2021,585
13636,History for High-School Children (four month studying course),additional education of children,2021,585
13639,Social Sciense for High-School Children,additional education of children,2021,585
15148,Art Studies (History of Arts),master studies,2023,585
13920,Art Studies (History of Arts),master studies,2022,585
13033,Art Studies (History of Arts),master studies,2021,585
12135,Art Studies (History of Arts),master studies,2020,585
13220,Historical and Cultural Tour Guidance,master studies,2021,585
15181,History and Culture of St. Petersburg and Leningrad Region,master studies,2023,585
13144,History and Culture of St. Petersburg and Leningrad Region,master studies,2021,585
15167,History and Theory of Nations and the Issues of Nationalism,master studies,2023,585
13979,History and Theory of Nations and the Issues of Nationalism,master studies,2022,585
13116,History and Theory of Nations and the Issues of Nationalism,master studies,2021,585
12203,History and Theory of Nations and the Issues of Nationalism,master studies,2020,585
15215,The History of Russian Civilization,master studies,2023,585
14107,The History of Russian Civilization,master studies,2022,585
13221,The History of Russian Civilization,master studies,2021,585
12273,The History of Russian Civilization,master studies,2020,585
13222,The Modernization of the West: 16th - 21st Centuries,master studies,2021,585
15158,Supervisory Control at Museums,master studies,2023,585
13963,Supervisory Control at Museums,master studies,2022,585
13101,Supervisory Control at Museums,master studies,2021,585
12187,Supervisory Control at Museums,master studies,2020,585
15174,Russian Region Studies,master studies,2023,585
13997,Russian Region Studies,master studies,2022,585
13131,Russian Region Studies,master studies,2021,585
12214,Russian Region Studies,master studies,2020,585
15216,Russia in Wars and Social Conflicts,master studies,2023,585
14109,Russia in Wars and Social Conflicts,master studies,2022,585
13223,Russia in Wars and Social Conflicts,master studies,2021,585
12275,Russia in Wars and Social Conflicts,master studies,2020,585
15210,Russia and France in Historical and Cultural Context,master studies,2023,585
14071,Russia and France in Historical and Cultural Context,master studies,2022,585
13197,Russia and France in Historical and Cultural Context,master studies,2021,585
12253,Russia and France in Historical and Cultural Context,master studies,2020,585
15175,The Origin of the Modern Western Civilization,master studies,2023,585
13999,The Origin of the Modern Western Civilization,master studies,2022,585
13132,The Origin of the Modern Western Civilization,master studies,2021,585
12215,The Origin of the Modern Western Civilization,master studies,2020,585
15176,Ethnological Assessment,master studies,2023,585
14000,Ethnological Assessment,master studies,2022,585
13133,Ethnological Assessment,master studies,2021,585
12216,Ethnological Assessment,master studies,2020,585
12925,History,Aspirantura Programme,2021,585
12005,History,Aspirantura Programme,2020,585
10970,History,Aspirantura Programme,2019,585
